Topic_id,Word,Weight
15,headers,0.030771727994423542
15,injection,0.029475928064066119
15,allows,0.022450625633433183
15,crlf,0.019672414624996741
15,vulnerability,0.018608046917471054
15,parameter,0.017873821823922515
15,allow,0.017126616527046268
15,"r.spl.,""multiple",0.01689291919567323
15,vulnerabilities,0.016557985085837286
15,redirect,0.01515658993849601
16,http,0.064047079416005293
16,earlier,0.042181065322413745
16,response,0.030169800226308049
16,parameter,0.028290129495237921
16,web,0.026534189701261059
16,(2),0.024236489421360551
16,splitting,0.0236892757772393
16,(1),0.022768918951818876
16,remote,0.022476429300242767
16,sequences,0.022437054128599258
16,file,0.020565786600283235
16,"series,",0.019865027926869904
16,injection,0.018259719515723857
16,index.php,0.014370194061312019
16,vulnerabilities,0.01428869429818299
16,attackers,0.014219974876483792
16,spoof,0.014150913091916444
16,content,0.014142072752855943
16,"r.spl.,""multiple",0.014110740371767815
16,caches,0.014019844488434458
17,http,0.064856913274588687
17,response,0.038992696059429892
17,vulnerability,0.037833665149148869
17,injection,0.037163512606716721
17,attacks,0.037127267197047321
17,splitting,0.037072740663379997
17,attackers,0.036047480131971357
17,allows,0.035998111946405002
17,remote,0.035416662222932889
17,via,0.031297281216664113
17,"r.spl.,""crlf",0.026730700100983044
17,arbitrary,0.025885429877082197
17,headers,0.025253438700269082
17,inject,0.025149892599148842
17,conduct,0.024867803548887665
17,sequences,0.017086584695888203
17,parameter,0.015756392751629791
17,server,0.015628995976591793
17,crlf,0.015375929720324233
17,content,0.011898876525656058
18,http,0.078257772917615112
18,vulnerability,0.045385093943108086
18,injection,0.044543384665444392
18,response,0.043549911661731645
18,attackers,0.043324337792275319
18,remote,0.043179605996560698
18,allows,0.043115908277368893
18,splitting,0.042936483623202758
18,via,0.041876419401534921
18,attacks,0.039605329109330623
18,conduct,0.038913348113149532
18,inject,0.034746401196398477
18,arbitrary,0.034723212470764105
18,headers,0.032955012148233306
18,"r.spl.,""crlf",0.026908538490772942
18,"r.spl.,crlf",0.017388300001254169
18,unspecified,0.017102493202925582
18,datahub,0.014006317361207627
18,crlf,0.010196208054511109
18,earlier,0.0098710815722508945
19,http,0.046268705027042348
19,attackers,0.027091360515374589
19,function,0.026542448149286035
19,via,0.026525695316792847
19,remote,0.026475009991586151
19,php,0.026329076827452069
19,demonstrated,0.020984568377126291
19,allows,0.020381239722299636
19,related,0.017090995175339276
19,attack,0.01414945590930203
19,splitting,0.013590655992191039
19,carriage,0.013568285140611725
19,main/sapi.c,0.0135467878022451
19,bypass,0.013534195310367725
19,explorer,0.013447906835030372
19,(aka,0.013406958808374652
19,"characters),",0.013361549397384353
19,%0d,0.013341202548071012
19,improper,0.013341053697242962
19,sequences,0.013327883102028227
